Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Stemma-QT_Qwicc,JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal,135.0,-79.15,-90.0,top
